Amount,Date,Expense_Category,Description
9.91,2019-12-18,Disposable,Harris Teeter
48.0,2019-12-19,Utilities,TV + WiFi
0.99,2019-12-20,Entertainment,iTunes
29.67,2019-12-20,Disposable,Dad christmas gift
8.25,2019-12-21,Disposable,Chipotle
29.1,2019-12-21,Car,Gas
97.35,2019-12-21,Disposable,Costco
40.0,2019-12-22,Disposable,The Bar Room
820.0,2019-12-23,Rent,Monthly rent
60.0,2019-12-23,Car,Monthly parking
16.49,2019-12-23,Disposable,Uber home from Union Station
28.62,2019-12-23,Disposable,Uber to bus
62.64,2019-12-23,Disposable,Crystal City Wine
2000.0,2019-12-24,School,Loan payment
6.0,2019-12-26,Disposable,40s
14.36,2019-12-26,Disposable,Harris Teeter
2.6799999999999997,2019-12-29,Disposable,Uber
44.0,2019-12-29,Disposable,Thai
10.45,2019-12-28,Disposable,Uber
111.51999999999998,2019-12-30,Disposable,Costco
4.0,2019-12-29,Disposable,Taco Bell
24.5,2019-12-29,Disposable,Bowling
8.5,2019-12-27,Disposable,Edward 40 hands
6.0,2019-12-28,Disposable,Beer
22.0,2019-11-01,Car,Parking
45.0,2019-11-01,Disposable,Anthem
13.0,2019-11-03,Disposable,Pizza
5.0,2019-11-03,Disposable,Natty Boh
50.0,2019-11-03,Disposable,Medical MD
12.0,2019-11-03,Disposable,Brunch supplies
199.0,2019-11-03,Disposable,PokerCoaching.com
22.0,2019-11-03,Disposable,Sauf Haus
13.5,2019-11-03,Disposable,Surfside
15.01,2019-11-05,Disposable,Harris Teeter Pharmacy
20.0,2019-11-05,Car,Parking
15.0,2019-11-05,Disposable,Doctor's visit
13.77,2019-11-05,Disposable,Groupon chargers
15.63,2019-11-06,Disposable,Harris Teeter
4.99,2019-11-07,Entertainment,ESPN +
12.43,2019-11-07,Disposable,Uber to Shelly's Backroom
47.0,2019-11-07,Disposable,Shelly's Backroom
61.35,2019-11-08,Disposable,Strong Liquor and Wine
16.96,2019-11-08,Disposable,Quiznos
12.0,2019-11-08,Disposable,VA
9.0,2019-11-09,Disposable,Modist Brewing
42.0,2019-11-09,Disposable,China Latina
30.0,2019-11-09,Disposable,Airport drinks
37.0,2019-11-09,Disposable,Penn State drinks
58.599999999999994,2019-11-10,Disposable,French Meadow Bakery
33.730000000000004,2019-11-10,Disposable,Lush drinks
80.0,2019-11-10,Disposable,Penn State ticket
9.99,2019-11-11,Entertainment,Spotify
28.29,2019-11-11,Disposable,Uber from BWI
1.99,2019-11-13,Entertainment,OneDrive
9.23,2019-11-14,Disposable,Harris Teeter
39.1,2019-11-14,Utilities,Electric bill
3.99,2019-11-14,Entertainment,Action Network
48.0,2019-11-14,Utilities,TV + Wifi
12.99,2019-11-14,Entertainment,Netflix
23.71,2019-11-15,Disposable,Shell Oil
8.0,2019-11-15,Disposable,Beer
4.14,2019-11-16,Disposable,Uber to VA
46.42,2019-11-16,Disposable,Uber Eats
23.71,2019-11-16,Car,Gas
8.25,2019-11-17,Disposable,Chipotle
16.18,2019-11-17,Disposable,Taco Bell
24.96,2019-11-17,Disposable,Harris Teeter
0.99,2019-11-20,Entertainment,iTunes
20.0,2019-11-20,Car,Parking
8.83,2019-11-20,Disposable,Harris Teeter
-0.8100000000000023,2019-11-21,Disposable,Raven's ticket
9.6,2019-11-21,Utilities,Renter's insurance
60.0,2019-11-22,Car,Monthly parking
530.0,2019-11-22,Rent,Monthly rent - Peach's referral discount
21.49,2019-11-23,Disposable,Uber
92.53,2019-11-23,Disposable,Liquor
82.0,2019-11-23,Disposable,Webster Hall
14.57,2019-11-23,Disposable,Uber
30.19,2019-11-23,Disposable,Uber to Seth's
10.88,2019-11-23,Disposable,Stanton Street
16.06,2019-11-23,Disposable,Uber
24.0,2019-11-23,Disposable,Brass Monkey
17.65,2019-11-24,Disposable,Uber home from Union Station
24.67,2019-11-24,Disposable,Uber to bus
14.66,2019-11-24,Disposable,Uber
13.76,2019-11-25,Disposable,Groupon chargers
10.1,2019-11-22,Disposable,Einstein Bros Bagels
155.0,2019-11-25,Disposable,AirBnB for Claudia's wedding
22.12,2019-11-25,Utilities,Utilities
50.0,2019-11-24,Disposable,Sushi
50.0,2019-11-24,Disposable,Party trolley
50.0,2019-11-24,Disposable,Penn State drinks/food
18.76,2019-11-27,Disposable,Dak Chicken
13.76,2019-11-26,Disposable,Groupon chargers
25.24,2019-11-30,Car,Gas
18.0,2019-11-30,Disposable,Haircut
28.0,2019-11-30,Disposable,Harris Teeter
6.0,2019-11-30,Disposable,Snicklefritz
20.0,2019-11-29,Disposable,Christmas decorations
3.99,2019-11-28,Entertainment,Action Network
4.75,2019-11-26,Disposable,Flying Dutchmen correction
5.0,2019-11-30,Disposable,Uber
1202.15,2019-10-23,School,Loan Payment
820.0,2019-10-24,Rent,Monthly Rent
742.5,2019-10-14,Car,Geico insurance
436.0,2019-10-11,Disposable,Nationals tickets
259.78000000000003,2019-10-14,Disposable,Costco
100.0,2019-10-10,Phone,International travel fees
100.0,2019-10-16,Car,Metro card reload
90.0,2019-10-21,Disposable,Dr. Johnny
80.0,2019-10-28,Disposable,Shenandoah Getaway
74.2,2019-10-30,Disposable,Nike Soccer cleats
70.08,2019-10-26,Disposable,Dacha
67.66,2019-10-16,Disposable,Huel
66.58,2019-10-14,Disposable,Beers at Nationals
63.58,2019-10-23,Disposable,GNC
60.0,2019-10-24,Car,Monthly parking
50.33,2019-10-13,Disposable,Gaijin Ramen Shop
50.0,2019-10-20,Disposable,Dudley's
50.0,2019-10-30,Utilities,TV + WiFI
48.15,2019-10-27,Disposable,Tiki Tnt
48.02,2019-10-21,Disposable,Target
45.0,2019-10-29,Disposable,Umphrey's McGee
45.0,2019-10-31,Disposable,Anthem ubers + Tiki
40.0,2019-10-01,Disposable,Parking ticket
40.0,2019-10-13,Disposable,LitDC
38.67,2019-10-28,Disposable,Harris Teeter
37.06,2019-10-28,Disposable,Spirit Halloween
36.5,2019-10-21,Disposable,Wine
32.0,2019-10-29,Disposable,Mega Bus bus to DC
30.0,2019-10-15,Disposable,Circa at Navy Yard
29.04,2019-10-04,Disposable,Uber
28.0,2019-10-05,Disposable,Chaplin's
27.78,2019-10-29,Disposable,Harris Teeter
26.0,2019-10-06,Disposable,Guapos
24.08,2019-10-28,Car,Gas
22.56,2019-10-26,Disposable,& Pizza
22.45,2019-10-28,Utilities,Utilities
21.5,2019-10-29,Disposable,Peter Pan bus to NYC
20.5,2019-10-05,Disposable,Four Courts
20.25,2019-10-09,Disposable,Harris Teeter
20.0,2019-10-05,Disposable,Chinese food
20.0,2019-10-19,Disposable,Harris Teeter
17.7,2019-10-26,Disposable,Criosho
17.18,2019-10-21,Disposable,Harris Teeter
16.82,2019-10-06,Disposable,Uber
14.48,2019-10-06,Disposable,McDonalds
14.0,2019-10-19,Disposable,Johnny Pistolas
13.49,2019-10-10,Disposable,AMC
12.99,2019-10-14,Entertainment,Netflix
12.0,2019-10-31,Disposable,The Anthem
11.77,2019-10-06,Disposable,Uber
11.35,2019-10-06,Disposable,Uber
11.0,2019-10-19,Disposable,GoFundMe
10.0,2019-10-03,Disposable,Bird
10.0,2019-10-05,Disposable,Beer
10.0,2019-10-07,Disposable,Spin Scooter
9.99,2019-10-09,Entertainment,Spotify
9.82,2019-10-02,Disposable,Harris Teeter
9.6,2019-10-01,Utilities,Renters Insurance
9.6,2019-10-30,Utilities,Renters Insurance
8.86,2019-10-07,Disposable,Uber
6.5,2019-10-25,Disposable,Highline
6.45,2019-10-06,Disposable,Uber
6.0,2019-10-14,Disposable,Tacos
5.32,2019-10-28,Disposable,Lime
4.99,2019-10-07,Entertainment,ESPN+
4.24,2019-10-31,Disposable,Chipotle
3.99,2019-10-27,Entertainment,Action Network
3.88,2019-10-07,Car,Parking
3.06,2019-10-14,Disposable,Harris Teeter
3.03,2019-10-09,Disposable,Peets
1.99,2019-10-13,Entertainment,OneDrive
0.99,2019-10-20,Entertainment,iTunes
14.0,2019-09-01,Disposable,Surfside
14.48,2019-09-01,Disposable,Uber
5.0,2019-09-02,Disposable,Beer
17.89,2019-09-02,Disposable,Harris Teeter
100.0,2019-09-03,Disposable,Vegas Hotel final installment
120.0,2019-09-04,Disposable,Costco Renewal
8.25,2019-09-02,Disposable,Chipotle
5.99,2019-09-05,Disposable,Avengers Endgame
41.379999999999995,2019-09-06,Disposable,Drink the Yard
8.25,2019-09-06,Disposable,Chipotle
50.0,2019-09-06,Disposable,Dr. Johnyy
11.94,2019-09-06,Disposable,Harris Teeter
4.99,2019-09-07,Entertainment,ESPN +
45.0,2019-09-07,Disposable,2 Silos Brewing Company
20.0,2019-09-08,Disposable,Bob + Ediths
15.68,2019-09-09,Disposable,Harris Teeter
9.99,2019-09-09,Entertainment,Spotify
24.42,2019-09-09,Car,Gas
26.24,2019-09-10,Disposable,Bon Vivant Café
4.68,2019-09-10,Disposable,Harris Teeter
7.05,2019-09-11,Disposable,Harris Teeter
185.74,2019-09-12,Disposable,Costco
1.99,2019-09-13,Entertainment,OneDrive
23.0,2019-09-13,Disposable,Dental Care
15.0,2019-09-13,Disposable,Harris Teeter
18.3,2019-09-14,Disposable,Uber
9.0,2019-09-14,Disposable,Jumbo Slice
12.99,2019-09-14,Entertainment,Netflix
5.0,2019-09-14,Disposable,Tequila
8.23,2019-09-15,Disposable,Harris Teeter
55.6,2019-09-16,Utilities,Electric bill
28.94,2019-09-16,Disposable,Harris Teeter
148.35,2019-09-18,Disposable,Target
21.0,2019-09-19,Disposable,Hair cut
76.5,2019-09-19,Disposable,Flying Dutchmen fee
0.99,2019-09-20,Entertainment,iTunes
6.64,2019-09-20,Disposable,Oriente
28.28,2019-09-20,Disposable,Versailles
8.74,2019-09-21,Disposable,Tourist gifts (soccer bill + shot glass)
20.15,2019-09-22,Disposable,Luzeiros Café
11.25,2019-09-22,Disposable,Wok to Walk
5.0,2019-09-24,Disposable,Michael Sutter Company
56.93,2019-09-25,Disposable,Cafetaria Sao
820.0,2019-09-26,Rent,Monthly rent
60.0,2019-09-26,Car,Monthly parking
65.0,2019-09-27,Disposable,Sunday soccer league
9.9,2019-09-27,Disposable,Chipotle
52.0,2019-09-27,Utilities,TV + Wifi
24.55,2019-09-27,Utilities,Citizen utilities
25.82,2019-09-28,Car,Gas
32.83,2019-09-28,Disposable,TJ Maxx
138.32,2019-09-29,Disposable,Costco
13.51,2019-09-29,Disposable,Taco Bell
13.7,2019-09-28,Disposable,Uber
15.6,2019-09-28,Disposable,Jumbo Slice
21.0,2019-09-27,Disposable,Dudley's
40.0,2019-09-29,Car,Parking Ticket
33.0,2019-08-01,Disposable,Mt Joy ticket
120.0,2019-08-01,Disposable,Vegas Installment #2
51.6,2019-08-02,Disposable,Zedd ticket
71.52,2019-08-02,Disposable,DJ Snake ticket
71.52,2019-08-02,Disposable,Alesso ticket
65.05,2019-08-02,Disposable,Kygo ticket
53.51,2019-08-02,Disposable,STD test
16.74,2019-08-04,Disposable,Lyft home from DC
38.0,2019-08-04,Disposable,Dak Chicken
120.0,2019-08-05,Disposable,Vegas Installment #3
8.25,2019-08-05,Disposable,Chipotle
10.5,2019-08-05,Disposable,Factfulness
5.1,2019-08-05,Disposable,Harris Teeter
20.63,2019-08-06,Disposable,Kendall Street ticket
8.25,2019-08-06,Disposable,Chipotle
4.99,2019-08-07,Entertainment,ESPN +
6.0,2019-08-07,Disposable,Sportsline Betting
69.94,2019-08-10,Disposable,VA Alcohol
9.99,2019-08-10,Entertainment,Spotify
24.61,2019-08-11,Disposable,Uber rides
9.0,2019-08-11,Disposable,Beer at Union Stage
22.92,2019-08-11,Disposable,Taco Bell
70.0,2019-08-12,Disposable,Filomena's dinner
22.14,2019-08-12,Car,Gas
120.0,2019-08-13,Disposable,Final Vegas Installment
16.0,2019-08-13,Disposable,Continental Beer Garden
8.25,2019-08-13,Disposable,Chipotle
12.99,2019-08-14,Entertainment,Netflix
61.8,2019-08-15,Utilities,Electric Bill
55.0,2019-08-15,Utilities,TV + Wifi
85.0,2019-08-15,Disposable,Vegas party bus
22.79,2019-08-16,Disposable,Harris Teeter
19.91,2019-08-17,Disposable,Ubers to/from brunch
18.93,2019-08-17,Disposable,Uber
10.0,2019-08-17,Disposable,Ireland's Four Courts
50.0,2019-08-17,Disposable,El Centro brunch
22.85,2019-08-20,Disposable,Juul pods
10.76,2019-08-20,Disposable,Harris Teeter
0.99,2019-08-20,Entertainment,iTunes storage
26.0,2019-08-21,Disposable,Beer at DC United
11.67,2019-08-21,Disposable,Uber back from DC United
12.93,2019-08-22,Disposable,Sweet Green
8.25,2019-08-22,Disposable,Chipotle
42.0,2019-08-23,Disposable,Beach Club - Encore
29.17,2019-08-23,Disposable,Pink Taco
21.76,2019-08-24,Disposable,Pizza Forte
80.0,2019-08-24,Disposable,XS Encore
31.0,2019-08-25,Disposable,Sushi King
118.0,2019-08-25,Disposable,Omni Las Vegas
12.46,2019-08-26,Disposable,Chick-fil-a
1.66,2019-08-26,Disposable,Uber Jump
8.25,2019-08-27,Disposable,Chipotle
820.0,2019-08-27,Rent,Monthly rent
60.0,2019-08-27,Car,Monthly parking
15.0,2019-08-24,Disposable,Pool beers
30.0,2019-08-26,Disposable,Uber to LAX
20.0,2019-08-23,Disposable,Wings
8.0,2019-08-23,Disposable,Uber eats
19.97,2019-08-26,Disposable,Las Vegas taxi
24.06,2019-08-26,Disposable,Las Vegas taxi
5.98,2019-08-26,Disposable,Water
3.3,2019-08-25,Disposable,Lime ride
2000.0,2019-08-27,School,Loan Payment
8.99,2019-08-26,Disposable,Sloan's Santa Monica
55.0,2019-08-30,Disposable,Party bus
14.0,2019-08-29,Disposable,Chinese food
22.5,2019-08-28,Utilities,Monthly utilities
9.6,2019-08-27,Utilities,Renter's insurance
16.93,2019-08-29,Disposable,Harris Teeter
64.55,2019-07-01,Disposable,Wash Hydro
14.31,2019-07-01,Disposable,Harris Teeter
27.98,2019-07-02,Car,Gas
11.78,2019-07-03,Disposable,Uber trip
2.0,2019-07-03,Disposable,Uber
6.5,2019-07-04,Disposable,Highline R&R (1 cider) 
176.59,2019-07-04,Disposable,Costco
3.57,2019-07-05,Disposable,Aldi
5.48,2019-07-05,Disposable,Subway
12.71,2019-07-07,Disposable,Royal Farms
4.99,2019-07-07,Entertainment,ESPN +
9.53,2019-07-07,Disposable,Edy's Chicken & Steak
8.25,2019-07-08,Disposable,Chipotle
20.0,2019-07-08,Disposable,DC United ticket
34.0,2019-07-08,Disposable,OBX Dinners
27.76,2019-07-08,Disposable,Harris Teeter
200.0,2019-07-08,Disposable,Vegas Installment #1
16.0,2019-07-09,Disposable,Continental Beer Garden
143.8,2019-07-10,Disposable,Kindle Unlimited (2-year)
9.99,2019-07-10,Entertainment,Spotify
21.1,2019-07-13,Disposable,Hawthorne
1.99,2019-07-13,Entertainment,OneDrive
3.0,2019-07-13,Disposable,Beer
20.0,2019-07-13,Disposable,Chinese food
110.5,2019-07-14,Disposable,Penn Social
12.99,2019-07-14,Entertainment,Netflix
8.5,2019-07-14,Disposable,Taco Bell
43.0,2019-07-14,Disposable,Dr. Johnny
2.0,2019-07-14,Disposable,Uber
3.03,2019-07-15,Car,Parking
31.6,2019-07-15,Disposable,Harris Teeter
8.25,2019-07-16,Disposable,Chipotle
6.65,2019-07-16,Disposable,Harris Teeter
9.48,2019-07-17,Disposable,Uber
3.62,2019-07-18,Disposable,Chick-Fil-A
30.0,2019-07-18,Disposable,Urbana
71.61,2019-07-18,Utilities,Electric bill
60.64,2019-07-19,Disposable,AirBnB
9.05,2019-07-19,Disposable,Sweetgreen
4.22,2019-07-19,Disposable,Lighters
40.0,2019-07-20,Disposable,Johnny Pistola's
94.18,2019-07-20,Disposable,Wine purchase
0.99,2019-07-20,Entertainment,iTunes
4.5,2019-07-20,Disposable,Uber
6.0,2019-07-20,Disposable,Beer
61.45,2019-07-22,Disposable,Curtain
21.0,2019-07-22,Disposable,Hair cut
16.3,2019-07-22,Disposable,Sheetz
47.68,2019-07-22,Disposable,Target
30.46,2019-07-22,Car,Gas
23.24,2019-07-22,Disposable,Lyft
19.6,2019-07-22,Disposable,Giant
3.15,2019-07-23,Disposable,Water
50.0,2019-07-23,Car,Monthly parking
790.0,2019-07-23,Rent,Monthly rent
15.59,2019-07-24,Disposable,Sheetz
21.59,2019-07-24,Disposable,Palmetto Moon
8.25,2019-07-25,Disposable,Chipotle
31.54,2019-07-25,Disposable,Harris Teeter
15.59,2019-07-25,Disposable,Sheetz
24.33,2019-07-26,Disposable,Harris Teeter
45.0,2019-07-26,Disposable,Taqueria Del Barrio
8.25,2019-07-26,Disposable,Chipotle
9.6,2019-07-26,Utilities,Renter's
35.0,2019-07-26,Disposable,Passport Bar w/ VA
4.0,2019-07-27,Disposable,Uber
4.18,2019-07-28,Disposable,Pleasant Pops
80.0,2019-07-28,Disposable,Chart House
18.0,2019-07-28,Disposable,Sauf Haus
20.75,2019-07-28,Disposable,Busboys and Poets
177.25,2019-07-29,Disposable,Costco
16.0,2019-07-29,Utilities,Citizen utilities
24.0,2019-06-01,Disposable,Beer at DC United
9.89,2019-06-01,Disposable,Uber trip
10.11,2019-06-01,Disposable,Uber trip
11.25,2019-06-01,Disposable,& Pizza
17.0,2019-06-01,Disposable,Busboy's
4.0,2019-06-01,Disposable,Beer (Buffalo Billiards)
11.97,2019-06-02,Disposable,Taco Bell
30.0,2019-06-02,Disposable,Guapos
6.1099999999999985,2019-06-03,Utilities,Paper towels + cleaning supplies
190.0,2019-06-03,Disposable,OBX remaining deposit
291.52,2019-06-04,Disposable,Costco
48.0,2019-06-04,Utilities,TV + Wifi
9.6,2019-06-04,Utilities,Renter's
17.48,2019-06-04,Disposable,Juul pods
86.95,2019-06-05,Disposable,DC Fray
94.5,2019-06-05,Car,2-year registration
20.74,2019-06-06,Disposable,Harris Teeter
45.0,2019-06-07,Disposable,Tacos Dinner Date
3.0,2019-06-07,Disposable,Bong hit
40.0,2019-06-07,Car,Parking ticket
4.99,2019-06-07,Entertainment,Espn +
40.0,2019-06-08,Disposable,Dr. Johnny
3.88,2019-06-08,Car,Parking
5.99,2019-06-09,Disposable,Aquaman
23.29,2019-06-10,Disposable,Harris Teeter
9.99,2019-06-10,Entertainment,Spotify
25.87,2019-06-10,Car,Gas
34.97,2019-06-10,Disposable,Whiskey gift for VA
1.99,2019-06-13,Entertainment,OneDrive
12.99,2019-06-14,Entertainment,Netflix
7.63,2019-06-17,Disposable,Taco Bell
19.01,2019-06-17,Disposable,Juul pods
78.0,2019-06-17,Disposable,Zog Sports
8.25,2019-06-18,Disposable,Chipotle
7.09,2019-06-18,Disposable,Harris Teeter
50.95,2019-06-18,Disposable,DC Fray Cornhole
56.43,2019-06-18,Utilities,Electricity
45.0,2019-06-19,Entertainment,The Economist
0.99,2019-06-20,Entertainment,iTunes
56.0,2019-06-21,Disposable,Half Smoke
790.0,2019-06-21,Rent,Monthly rent
50.0,2019-06-21,Car,Monthly parking
9.69,2019-06-23,Disposable,Uber trip
4.08,2019-06-23,Disposable,Peet's
53.9,2019-06-23,Disposable,Crafthouse
5.0,2019-06-24,Disposable,Beer
2000.0,2019-06-24,School,Loan Payment
30.0,2019-06-24,Disposable,Trinity
16.0,2019-06-24,Disposable,South Street Brewery
20.71,2019-06-24,Disposable,Harris Teeter
22.35,2019-06-25,Utilities,utilities
8.25,2019-06-25,Disposable,Chipotle
8.89,2019-06-25,Disposable,Uber trip
22.77,2019-06-26,Car,Gas
16.0,2019-06-27,Car,Gas
33.53,2019-06-28,Disposable,2019 Run Geek 5K reg
69.0,2019-06-28,Disposable,DC Drinks with VA
50.0,2019-06-29,Utilities,TV + Wifi
9.6,2019-06-29,Utilities,Retners
7.69,2019-06-30,Disposable,Robek's
10.0,2019-06-29,Disposable,Bob & Ediths
203.98,2019-05-01,Disposable,Flight to Minnesota
8.25,2019-05-01,Disposable,Chipotle
10.95,2019-05-01,Car,Parking
8.67,2019-05-01,Disposable,Harris Teeter
39.99,2019-05-01,Gym,Monthly Fee
8.63,2019-05-02,Car,Parking
20.7,2019-05-03,Disposable,American Ice Company
4.99,2019-05-03,Entertainment,ESPN +
23.19,2019-05-04,Disposable,Bob + Ediths
26.0,2019-05-04,Disposable,Calico
11.69,2019-05-04,Disposable,Uber
15.829999999999998,2019-05-04,Disposable,Uber
13.91,2019-05-05,Disposable,Uber
20.0,2019-05-05,Disposable,Guapo's
6.0,2019-05-05,Disposable,Denis fee
10.0,2019-05-05,Disposable,Maclay's hamburger dip
5.0,2019-05-05,Disposable,Uber
153.68,2019-05-06,Phone,New phone case
110.0,2019-05-07,Disposable,Dr. Johnny
48.0,2019-05-07,Utilities,TV/Wifi
13.17,2019-05-07,Disposable,Harris Teeter
13.17,2019-05-08,Disposable,Harris Teeter
9.99,2019-05-10,Entertainment,Spotify
54.0,2019-05-11,Disposable,Decades
24.99,2019-05-11,Disposable,Beer
15.0,2019-05-11,Disposable,Panda express
1.99,2019-05-12,Entertainment,OneDrive
9.81,2019-05-12,Disposable,Uber
42.0,2019-05-13,Disposable,Tempo Restaurant
10.95,2019-05-13,Disposable,Harris Teeter
12.99,2019-05-14,Entertainment,Netflix
8.25,2019-05-14,Disposable,Chipotle
49.79,2019-05-16,Utilities,Electric bill
43.2,2019-05-17,Disposable,SER
35.0,2019-05-18,Disposable,Johnny Pistolas
15.6,2019-05-18,Disposable,Highline
40.0,2019-05-18,Disposable,Roofers Union
10.99,2019-05-18,Disposable,Moby Dick
21.5,2019-05-18,Disposable,Footy golf
16.18,2019-05-19,Disposable,Uber back from DC
26.66,2019-05-20,Disposable,Harris Teeter
30.28,2019-05-20,Car,Gas
18.01,2019-05-20,Disposable,Juul pods
8.25,2019-05-21,Disposable,Chipotle
4.5,2019-05-11,Disposable,Uber
15.67,2019-05-25,Disposable,Uber
20.0,2019-05-25,Disposable,Bird
47.7,2019-05-25,Disposable,Barrel
8.25,2019-05-24,Disposable,Chipotle
100.0,2019-05-23,Car,Metro fare autoload
8.25,2019-05-22,Disposable,Chipotle
34.59,2019-05-20,Disposable,Passports
11.99,2019-05-20,School,Udemy Course
2000.0,2019-05-27,School,Loan payment
0.99,2019-05-20,Entertainment,iTunes
10.280000000000001,2019-05-20,Disposable,Ichiban
790.0,2019-05-23,Rent,Monthly rent
50.0,2019-05-23,Car,Monthly parking
21.0,2019-05-26,Disposable,Hair cut
6.13,2019-05-24,Disposable,Harris Teeter
8.44,2019-05-22,Disposable,Harris Teeter
22.75,2019-05-21,Disposable,Lyft
51.0,2019-05-26,Disposable,Circa
8.0,2019-05-26,Disposable,Coldstone
4.88,2019-05-26,Disposable,Potbelly's
30.0,2019-05-25,Disposable,Del Rey Café
18.63,2019-05-29,Disposable,Harris Teeter
10.75,2019-05-30,Disposable,Harris Teeter
9.99,2019-04-09,Entertainment,Spotify
18.76,2019-04-08,Disposable,Lyft from Wharf
730.1899999999999,2019-04-03,Car,Geico Insurance
39.99,2019-04-03,Gym,Monthly bill
9.81,2019-04-02,Disposable,Lyft
5.35,2019-04-02,Disposable,Lyft scooter
3.75,2019-04-02,Disposable,Skip scooter
24.05,2019-04-02,Car,Gas
39.36999999999999,2019-04-06,Disposable,Local 16 brunch
13.0,2019-04-06,Disposable,Johnny Pistolas
10.0,2019-04-06,Disposable,Hawthorne
5.38,2019-04-06,Car,Parking
99.0,2019-04-05,Disposable,Huel
3.88,2019-04-05,Car,Parking
12.0,2019-04-05,School,The Economist
4.4,2019-04-03,Disposable,Bronx Pizza
5.0,2019-04-03,Car,Parking
4.99,2019-04-03,Disposable,iTunes
1.47,2019-04-03,School,AWS
8.25,2019-04-03,Disposable,Chipotle
123.72,2019-04-02,Car,EZ-Pass
8.88,2019-04-02,Car,Parking
31.0,2019-04-01,Disposable,Bob + Ediths
43.0,2019-04-09,Utilities,TV Wifi
7.5,2019-04-06,Disposable,Uber
5.0,2019-04-09,Disposable,Beer
15.0,2019-04-02,Disposable,El Bebe
3529.0,2019-04-08,School,Tuition
60.0,2019-04-24,Disposable,Tile 4-pack
11.360000000000001,2019-04-24,Car,Parking
12.79,2019-04-21,Disposable,Uber
1.58,2019-04-21,Car,Parking
5.18,2019-04-20,Disposable,Pork Barrel BBQ
0.99,2019-04-20,Entertainment,iTunes
7.88,2019-04-19,Car,Parking
8.63,2019-04-17,Car,Parking
5.03,2019-04-15,Disposable,Uber
5.949999999999999,2019-04-14,Disposable,Uber
16.0,2019-04-14,Disposable,Madam's Organ
15.0,2019-04-14,Disposable,Jumbo Slice
10.99,2019-04-14,Entertainment,Netlifx
5.25,2019-04-14,Disposable,Uber
1.99,2019-04-13,Entertainment,Microsoft OneDrive
5.98,2019-04-09,School,Textbook (Corporate Info Factory)
30.58,2019-04-08,School,Textbook (Lifecyle Toolkit)
12.99,2019-04-08,School,Textbook (Inmon)
790.0,2019-04-23,Rent,Monthly rent
50.0,2019-04-23,Car,Monthly parking
5.5,2019-04-20,Disposable,Uber
6.0,2019-04-19,Disposable,Pizza
34.35,2019-04-18,Utilities,Electricity bill
150.0,2019-04-17,Disposable,OBX deposit
6.0,2019-04-15,Disposable,Taco Bell
10.0,2019-04-14,Disposable,Juul
40.0,2019-04-10,Disposable,UVA championship t-shirt
10.93,2019-04-15,Disposable,Harris Teeter
17.57,2019-04-22,Disposable,Easter supplies + tupperware
17.48,2019-04-22,Disposable,Juul pods
11.12,2019-04-20,Disposable,Umbrella
8.25,2019-04-17,Disposable,Chipotle
28.05,2019-04-16,Car,Gas
19.44,2019-04-16,Disposable,Harris Teeter
3.26,2019-04-23,Disposable,Harris Teeter
20.0,2019-04-29,Disposable,Dak Chicken
8.25,2019-04-30,Disposable,Chipotle
203.98,2019-04-30,Disposable,Flight to/from Minnesota
8.79,2019-04-28,Disposable,Uber
3.88,2019-04-27,Car,Parking
1.73,2019-04-25,Car,Parking
9.6,2019-04-29,Utilities,Renters
21.0,2019-04-28,Disposable,Uber
21.6,2019-04-25,Utilities,Water
25.82,2019-04-29,Car,Gas
10.95,2019-04-30,Car,Parking
3.2,2019-04-24,Disposable,Harris Teeter
5.38,2019-04-29,Disposable,Gatorade
5.3,2019-04-26,Disposable,Harris Teeter
8.67,2019-04-30,Disposable,Harris Teeter
10.99,2019-03-14,Entertainment,Netflix
19.99,2019-03-14,School,Adobe Cloud
5.63,2019-03-14,Car,Parking
19.99,2019-03-13,Disposable,CBD
3.88,2019-03-13,Car,Parking
1.99,2019-03-12,Entertainment,Microsoft OneDrive
43.03,2019-03-16,Car,Parking + Ticket
9.51,2019-03-15,Car,Parking
11.9,2019-03-10,Disposable,Takoda
26.0,2019-03-10,Disposable,Don Tito's
17.0,2019-03-10,Disposable,Brixton
19.0,2019-03-09,Disposable,Takoda
19.06,2019-03-09,Disposable,Bob + Ediths
31.0,2019-03-08,Disposable,Chicken + Whiskey
5.99,2019-03-08,Disposable,Creed II
43.0,2019-03-11,Utilities,TV and Wifi
12.0,2019-03-10,Disposable,Beer
29.0,2019-03-07,Disposable,Arizona ticket
0.43,2019-03-03,School,AWS
5.0,2019-03-06,Car,Parking
16.0,2019-03-02,Disposable,Drafting Table
109.79,2019-03-16,Disposable,Costco
17.48,2019-03-14,Disposable,Juul pods
18.8,2019-03-13,Disposable,Harris Teeter
31.0,2019-03-12,Disposable,Dentist (flouride)
23.8,2019-03-12,Car,Gas
9.99,2019-03-11,Entertainment,Spotify
179.25,2019-03-04,Disposable,Costco
39.99,2019-03-04,Gym,monthly membership
30.63,2019-03-01,Disposable,Harris Teeter
17.48,2019-03-04,Disposable,Juul pods
262.0,2019-03-31,Disposable,Even Hotel
40.6,2019-03-30,Disposable,Busboys and Poets
39.98,2019-03-29,School,Adobe Cloud
201.39,2019-03-26,Disposable,Jabra active headphones
2.13,2019-03-24,Car,Parking
